# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,0.000000000000000000e+00
7.811706625951746197e-02,4.592734856976168345e-01
1.389139705019461490e-01,4.519698060009801344e-01
2.470278535103651030e-01,4.720138422120014887e-01
4.392845456035935348e-01,6.942090957139460672e-01
7.811706625951745364e-01,1.618939037084099031e+00
