# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,6.456711514299716681e-01
2.470278535103651030e-02,2.178525425593853537e+00
4.392845456035934792e-02,2.654328895376852238e+00
7.811706625951746197e-02,6.889102285464252517e-01
1.389139705019461490e-01,8.393724968589632018e-01
2.470278535103651030e-01,7.987926560510794083e-01
4.392845456035935348e-01,8.371344977726997705e-01
7.811706625951745364e-01,1.113738202816720646e+00
