# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,6.456711514299716681e-01
2.470278535103651030e-02,3.630875709323088674e-01
4.392845456035934792e-02,1.225074874789316315e+00
7.811706625951746197e-02,1.377820457092850503e+00
1.389139705019461490e-01,1.226775187716945936e+00
2.470278535103651030e-01,7.624838989578486270e-01
4.392845456035935348e-01,1.082149472730562945e+00
7.811706625951745364e-01,9.759561571074356623e-01
