# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,6.456711514299716681e-01
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,6.125374373946581574e-01
7.811706625951746197e-02,3.444551142732126259e-01
1.389139705019461490e-01,4.519698060009801344e-01
2.470278535103651030e-01,7.261751418646176237e-01
4.392845456035935348e-01,7.350449248735899666e-01
7.811706625951745364e-01,1.481156991374814158e+00
