# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,3.630875709323087897e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.225074874789316315e+00
7.811706625951746197e-02,5.740918571220210431e-01
1.389139705019461490e-01,9.039396120019602687e-01
2.470278535103651030e-01,6.172488705849250579e-01
4.392845456035935348e-01,1.143403216470028738e+00
7.811706625951745364e-01,1.136701877101601532e+00
