# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,8.292173472213400842e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.658434694442679991e+00
7.811706625951746197e-02,4.663031819072742112e-01
1.389139705019461490e-01,7.866646477626388911e-01
2.470278535103651030e-01,1.769496162012966334e+00
4.392845456035935348e-01,1.077982551387742349e+00
7.811706625951745364e-01,7.927154092423661647e-01
