# pos_1,average_velocity_axis
1.389139705019461386e-03,3.994481771330432585e-01
2.470278535103650856e-03,3.999847182425964598e-01
4.392845456035934966e-03,3.997913531723764069e-01
7.811706625951745156e-03,3.995094339622624058e-01
1.389139705019461560e-02,3.991560615574177295e-01
2.470278535103651030e-02,3.990002465696827483e-01
4.392845456035934792e-02,3.986579870142023529e-01
7.811706625951746197e-02,3.981872533000230252e-01
1.389139705019461490e-01,3.999733910139285364e-01
2.470278535103651030e-01,4.008138211619394764e-01
4.392845456035935348e-01,3.997027798391203923e-01
7.811706625951745364e-01,3.993284279312802609e-01
