# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.658434694442679991e+00
7.811706625951746197e-02,2.331515909536371112e+00
1.389139705019461490e-01,1.048886197016851929e+00
2.470278535103651030e-01,8.847480810064831669e-01
4.392845456035935348e-01,9.121390819434741504e-01
7.811706625951745364e-01,9.792366820052758047e-01
