# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,4.083582915964387716e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,6.456711514299716681e-01
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,8.167165831928775432e-01
7.811706625951746197e-02,4.592734856976168345e-01
1.389139705019461490e-01,9.685067271449574466e-01
2.470278535103651030e-01,8.714101702375411929e-01
4.392845456035935348e-01,1.041313643570919156e+00
7.811706625951745364e-01,1.113738202816720646e+00
