# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,2.041791457982193858e-01
7.811706625951746197e-02,0.000000000000000000e+00
1.389139705019461490e-01,2.582684605719886561e-01
2.470278535103651030e-01,1.452350283729235414e-01
4.392845456035935348e-01,7.146270102937679614e-01
7.811706625951745364e-01,1.779684757078265234e+00
